autor_tweet,id_tweet,texto_tweet,Numero_pasados,Numero_presentes,Numero_futuros,Numero_Infinitivos,Numero_Gerundios,Verbos_indicativo,Verbos_subjuntivo,Numero_determinantes,Determinantes_masc,Determinantes_fem,Determinantes_sing,Determinantes_plu,Determinantes_articulos,Determinantes_numerales,Determinantes_exclamativos,Determinantes_indefinidos,Determinantes_demostrativos,Determinantes_posesivos,Numero_nombres_propios,Numero_nombres_comunes,Numero_nombres,Nombres_singular,Nombres_plural,Nombres_masculino,Nombres_femenino,Genero_no_detectado,Numero_no_detectado,Numero_preposiciones,Numero_pronombres,Pronombres_masc,Pronombres_fem,Pronombres_sing,Pronombres_plu,Pronombres_personales,Pronombres_relativos,Pronombres_indefinidos,Pronombres_demostrativos,Pronombres_interrogativos,Pronombres_numerales,Pronombres_posesivos,Analisis_sentimiento,Numero_emojis,Numero_hagstags,Numero_webs,Longitud_media_palabras,Moda_palabras_tweet,Mediana_palabras_tweet,Numero_errores,Numero_tipos_de_error,Numero_tildes,Numero_signos_puntuacion
1397671033134620674,_AlexLorrys,"@javichubv 

#SegundaRFEF #salamancacfuds #futbol #fotografiadeportiva #foto #fotografia #fotografo #canon #canonespaña #blancoynegro #salamanca #AlexLorrys en Estadio Helmántico https://t.co/AlatvohK2Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,11,1,10,10,8,0,0,1,0
1397671419618762753,_MrDannySpain,"Mis historias y yo… en Granada, Spain https://t.co/pvqDXtnCnd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,0,1,2,2,1,1,0,0,1,0,1,0,0,0,0,0,0,,0,0,1,3,3,4.285714285714286,2,2,0,1
1397671425528451079,_AlexLorrys,"Saque de esquina

#SegundaRFEF #sportingdegijon #futbol #fotografiadeportiva #foto #fotografia #fotografo #canon #canonespaña #blancoynegro #salamanca #AlexLorrys en Estadio Helmántico https://t.co/wuffBZNJgv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,11,1,7,2,6.285714285714286,0,0,1,0
1397672028858208256,_mariogymolimpia,No te engañes poniéndote excusas.. Que solo tu te crees👌🏻 en Gimnasio Olimpia Fitness Center https://t.co/h3vkIOPN7J,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4,2,6,0,1,0,1,5,5,1,4,0,1,2,0,3,0,1,0,0,0,0,,2,0,1,6,2,5.066666666666666,2,2,1,2
1397672223121543182,_MrDannySpain,"Horas y horas encerrado en un lugar infinito… mi nuevo Studio 🖤 en Granada, Spain https://t.co/orjO28WnEg",0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,3,3,6,1,2,1,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,5,5,4.4,5,4,0,1
1397672555457224708,_petrelrett,"#petrelrett🍀 
#vacunado en Petrel, Valenciana, Spain https://t.co/3z1dUWwT2p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,1,5,1,4.8,1,1,0,2
1397672626487767049,_mikelsatrus,#locortodelavida #lgbtq🌈 #despedida #libertad en Pamplona Navarra España https://t.co/JBsymfySei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,1,6,1,4.8,0,0,0,0
1397672631382458370,_AlexLorrys,"Abrazos y emociones

#SegundaRFEF #salamancacfuds #futbol #fotografiadeportiva #foto #fotografia #fotografo #canon #canonespaña #blancoynegro #salamanca #AlexLorrys en Estadio Helmántico https://t.co/1eronuHYCw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,11,1,7,7,6.714285714285714,0,0,1,0
1397673114092199937,_Picurrina77,"Noches mágicas 😍🌝🥰
#eclipse #eclipselunar #eclipsemayo2021 #lunallena #lunadesangre #increible #preciosa en Muñón Cimero, Asturias, Spain https://t.co/LCiC0laNJx",0,0,0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,3,2,5,1,0,1,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,,3,6,1,6,6,6.333333333333333,2,2,2,2
1397673144857595907,_romanzum,Grande #villarreal  21 de 22 penaltis acertados en Balearic Islands https://t.co/pnBTa0WbRC,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,6,2,5.111111111111111,0,0,0,0
1397673462047641605,_ESMUTerrassa,"Días 11, 14, 15, 16 y 17 de junio, audiones solidarias a beneficio de la ONG @alegria.sin.fronteras . Para donaciones copiar enlace: https://t.co/Gt2AxbuFiK https://t.co/Zssjhb3KvH",0,1,0,1,0,1,0,6,0,1,1,0,0,5,0,0,0,0,2,4,6,2,1,2,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,2.5,2,4.15,7,3,1,6
1397673626766385157,_jcuecam,"Guitarra 3
Escultura de Pablo Serrano Aguilar
1984
Rotonda de la Ciudadania en Zaragoza, Spain https://t.co/PKnq0F8nt6",0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,9,1,10,0,0,0,0,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,5,2,5.266666666666667,3,2,0,1
1397673837647564800,_jc_gares,Reabriendo caminos. Hay que llegar a acuerdos hasta con la naturaleza. en Olocau https://t.co/12dxzeL8Ev,0,1,0,1,0,1,0,2,0,1,1,0,0,1,0,0,0,0,1,3,4,1,2,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,5,3,5.076923076923077,0,0,0,2
1397673902067834888,_ftezanos,"Jaja en Gran Canaria, Spain https://t.co/sA94Ez9l5V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,4,4,4.4,3,3,0,1
1397673936045891588,_CTEspectaculo,"27 de mayo abrimos inscripción del curso “Electricidad básica aplicada a la luminotecnia del espectáculo en vivo” 

💰 Matrícula bonificada para técnicos del espectáculo en vivo en situación de desempleo, ERTE o beneficiario de ayudas COVID

ℹ️ https://t.co/q3YrLO1f7p https://t.co/IGQaQrzBXs",0,1,0,0,0,1,0,5,3,1,4,0,3,1,0,0,0,0,4,12,16,9,2,7,4,5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,2,4,2,5.486486486486487,1,1,7,1
1397674060688113671,_mantekamartinez,"💐🌞🎀🌹👑""Nunca seas prisionero de tu pasado, sino arquitecto de tu futuro""❤️🌟🌷🧉🕯️ en Xixón. Asturies https://t.co/JFUvDt5YTc",1,0,1,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,2,6,8,4,1,3,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,1,4.5,2,5.857142857142857,2,2,1,4
1397674153910603776,_melonhu1993,Clase de Bachata Dominicana para tod@s con @mabeloriola_dance. en Bailósophy - Escuela de Baile - Filosofía del Movimiento https://t.co/7irqrHLC59,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,8,1,9,0,1,1,0,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,5.0,5,5.722222222222222,2,1,2,3
1397674889864257542,_GirlSupraHoran,"«Pronto volverán las Plumas por Sevilla».🌞💙

#ConciertoConsejodeBandas
#JardinesdelValle
#SonesdeSôL #PorSevillaSiempre en Jardines del Valle https://t.co/HoLlI7NIll",0,0,1,0,0,1,0,2,1,1,1,0,1,0,0,0,0,0,3,1,4,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,,2,3,1,6,3,5.909090909090909,0,0,1,1
1397675205993062404,_dime_ok,"Eso, libertad en Barcelona, Spain https://t.co/vlrETsCihn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,1,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,,0,0,1,5,3,5.4,2,2,0,2
1397675222829080576,_Parroncete,Un añito más pa’ la saca en Albacete Capital https://t.co/hdUzCgc8wY,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,2,2,4,2,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,2,4,2,2,1,0
1397675251257991170,_CarolinaSmith69,"Carolina Smith reencarnando a Rocio Jurado en Como una Ola 💖 Café Bar Teatro Mimosa Vigo..., Septiembre del 2019 💃 en Concello de Redondela https://t.co/s7BJf6miiy",0,0,0,0,1,0,0,3,1,1,2,0,1,1,0,0,0,0,14,0,14,0,0,0,0,14,14,5,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,1,4.0,4,4.666666666666667,5,2,1,4
1397675490375315458,_SportsNewz11,"Villareal Boss @unaiemery_  
Record ya Kombe La Europa League

2014 - 🏆(sevilla)
2015 - 🏆(sevilla)
2016 - 🏆(sevilla)
2019 - 🥇(arsenal)
2021 - 🏆(villareal)

HE LOVE THIS GAME 🏆🥇

#sportsnewz @ Villareal, Valenciana, Spain https://t.co/jH2r470iSD",0,0,0,0,0,0,0,5,0,1,1,0,0,4,0,0,0,0,17,2,19,1,0,1,0,18,18,0,1,0,0,0,0,1,0,0,0,0,0,0,,7,1,1,4,4,4.787878787878788,15,3,0,17
1397675947134967812,_mantekamartinez,"🎁💥🎉🪄🎻""EL DINERO HACE PERSONAS RICAS...EL CONOCIMIENTO HACE PERSONAS SABÍAS...PERO LA HUMILDAD HACE GRANDES PERSONAS""🌞🧸🧉🌟❤️ en Xixón. Asturies https://t.co/ubiwzlOwNm",0,4,0,0,0,4,0,2,0,1,1,0,0,1,0,0,0,0,6,5,11,2,1,1,2,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,3,6.5,8,6.5625,4,2,2,3
1397677582263361539,_MercheGarcia1,"Que bella la luna 🌕 se esconde   tímidamente entre las nubes ☁️☁️ y nos baña con su mágica  🪄energía, de cambios, sueños... en Parque Juan Pablo II - Madrid https://t.co/MLKkzlNL5o",0,2,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,6,5,11,1,2,2,1,8,8,5,2,0,0,0,0,2,0,0,0,0,0,0,,4,0,1,4,2,4.137931034482759,3,1,3,6
1397678566331105285,_DjJorPinilla,#Bambi con su arnés elegante de @freedomandcolor arneses artesanales a medida 💯% recomendados #pastoraleman en Valladolid https://t.co/ZcB5sROkKF,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,1,5.5,2,6.142857142857143,1,1,1,0
1397678641467830285,_aran_ese,"Preparada para contar una buenísima noticia 🎶🎶🎶🎸🎺👩‍🎤  
VIVA LA MÚSICA, VIVA L@S MUSIC@S 🤍 
.
(Y viva mi compi Trueno 🎥 @jose_manuel_sanz_oliva)  #tv @juntos_tm @telemadrid #directo #reportera en WiZink Center https://t.co/JUG4Wqdsrz",0,3,0,2,0,2,1,4,0,3,4,0,0,1,0,0,0,0,8,3,11,2,0,1,1,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,,9,3,1,5.5,6,5.615384615384615,6,2,2,4
1397678936767795202,_MrAndres76,"#vacaciones en la #hermosa #sevilla #andalusia #arquitectura #giralda #catedral #alcazar #picoftheday #holidays #spain en Sevilla, Andalucia, España https://t.co/7xXZH7Yj4M",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,11,1,4.0,2,4.666666666666667,1,1,0,2
1397679128359456769,_Sandriita_NP,"Boom 💥🍑🧡🟠

📸 Fotón de mi @mamifitensumundo ❤️‍🔥 en Seville, Spain https://t.co/z6z3d0DgzA",0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,,7,0,1,4,4,4.818181818181818,2,2,1,1
1397679156016685061,_mantekamartinez,"🕊️💒📿💐""Que donde estés
Dios te bendiga.
Que a donde camines,
Dios te guíe.
Que en lo que decidas,
Dios te ilumine.
en cada instante
Dios te proteja y te ayude""💐🙏📿⛪
🔥¡Buenas Noches!🔥 https://t.co/POwrx3dkAL",1,7,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,7,5,12,2,0,1,0,11,10,3,9,1,0,6,0,6,1,2,0,0,0,0,,10,0,1,4.0,2,4.46875,1,1,2,9
1397679691700527107,_juanemilioma,"#Instagram #Instagood #Instalike #Follow #Followme  #Follow4follow #Followforfollow #Madrid  #amazing #juanemilioma
#food #comidareal #foodreal #leer #lectura
#fruit #comecomidareal #realfooder en Icon Club Madrid https://t.co/xONHt1gMK4",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,17,1,4,4,5.8,0,0,0,0
1397679945636319234,_mantekamartinez,"❤️🌟🧉🎻🪄""NADA VALE LA PENA, SI TÚ NO ERES FELIZ""🎧❤️🕊️💐🎉 en Xixón. Asturies https://t.co/qvet0jzCmk",0,1,0,0,0,1,0,2,0,1,1,0,0,1,0,0,0,0,5,3,8,1,0,0,1,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,1,4.0,2,4.916666666666667,2,2,2,4
1397680110300401664,_belitagl,El día da para todo y que mejor modo de acabarlo... haciendo kilómetros. Que descanséis! #deporteesvida #disfrutandoelmomento en Congreso de los Diputados https://t.co/LntvM8olda,0,3,0,0,1,2,1,2,2,0,1,0,0,0,0,0,0,0,0,3,3,2,1,3,0,0,0,4,2,1,0,1,0,1,0,1,0,0,0,0,,0,2,1,3.5,2,4.65,0,0,3,5
1397680334758629383,_aeciudadjardin,Desde la Autoescuela Ciudad Jardín le damos la ¡ENHORABUENA! a todos los alumnos que aprobaron el día 20/05/2021. en Autoescuela Ciudad Jardín https://t.co/NNjzblXVYu,1,1,0,0,0,2,0,6,3,2,3,0,0,1,0,0,0,0,7,2,9,0,1,1,0,8,8,3,2,0,0,1,0,1,1,0,0,0,0,0,,0,0,1,5.0,2,5.318181818181818,1,1,3,5
1397681255894953990,_PascuMendez,@rmubaloncesto vs @fundacioncbg    #LEBOro #playoffleboro #playoffascensoacb #baloncesto #basket #fotografodeportico #sporphorography #Murcia #baloncesto #canasta en Pabellon Principe de Asturias https://t.co/srUkcJNCSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,10,1,8.0,2,7.125,2,2,0,0
1397681260928045058,_mantekamartinez,"🎉💐🕊️❤️🎧""NUNCA TE CANSES DE HACER
EL BIEN, PORQUE AQUEL QUE DA
SIN ESPERAR NADA A CAMBIO,
TODO LO QUE SIEMBRA UN DÍA,
LO COSECHARÁ EN ABUNDANCIA""🧸🧉🌟🎻👑 en Xixón. Asturies https://t.co/BfuBGZLlFE",0,1,0,0,0,1,0,7,5,0,6,0,0,2,0,0,0,0,11,5,16,2,1,1,1,14,13,5,3,2,0,2,0,1,1,1,0,0,0,0,,10,0,1,4,2,4.689655172413793,3,2,3,6
1397681855663575046,_luismiglesias,"'Puesta silvestre' Puesta de sol sobre Daucus Carota (""zanahoria silvestre, cilantro salvaje o cadillo"") #huelvalaluz #huelvagram #huelvalifestyle #andalucía en Bollullos Par del Condado, Spain https://t.co/2MMdHbubd1",0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,3,5,8,3,0,2,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1,6,7,6,4,3,1,8
1397682290050863105,_MrAndres76,"#vacaciones en la #hermosa #sevilla #andalusia #arquitectura #giralda #catedral #alcazar #picoftheday #holidays #spain en Sevilla, Andalucia, España https://t.co/l5C6yQmZDg",0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,11,1,4.0,2,4.666666666666667,1,1,0,2
1397682421940817922,_mantekamartinez,"🪄👑🌟🧉❤️¡MUJER! Eres una princesa, y no de cualquier reino. 
Tu Padre, es el Rey de reyes.

🔥Y ese es Dios, nuestro Señor🔥 en Xixón. Asturies https://t.co/xPAA5vwSuE",0,2,0,0,0,2,0,3,2,1,4,0,0,0,0,0,0,0,7,7,14,4,0,2,2,10,10,3,1,1,0,1,0,0,0,0,1,0,0,0,,7,0,1,3,2,4.24,3,3,1,8
1397683170875744257,_ESTUDIONO2,"La historia se repite¿cuantas veces ...? en Pozuelo de Alarcón, Madrid https://t.co/7w5gsiraUb",0,0,0,0,0,0,0,3,0,2,2,0,0,1,0,0,0,0,3,2,5,1,1,0,2,3,3,2,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,5,2,5.090909090909091,3,3,1,6
1397684152208609284,_AlbertoCobo15,"#bikepuertodelsol #bikelife #biketrek #bikebrothers #bikefriends #naturalezapura #lavidaesbella #puertodelsol en Periana, Andalucia, Spain https://t.co/U6TrpujeCv",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,8,1,6.0,2,5.75,2,1,0,2
1397684611526836236,_Jotatede,"Luna en Mairena Del Aljarafe, Andalucia, Spain https://t.co/wtsmnrXFwX",0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,5,0,5,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,5,4,5.428571428571429,3,2,0,2
1397684647560192005,_AlbertoCobo15,"#bikepuertodelsol #bikelife #biketrek #bikebrothers #bikefriends #naturalezapura #lavidaesbella #puertodelsol en Periana, Andalucia, Spain https://t.co/5tAynKJalL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,8,1,6.0,2,5.75,2,1,0,2
1397684886698332160,_AlbertoCobo15,"#bikepuertodelsol #bikelife #biketrek #bikebrothers #bikefriends #naturalezapura #lavidaesbella #puertodelsol en Periana, Andalucia, Spain https://t.co/SiJR9qmgPB",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,8,1,6.0,2,5.75,2,1,0,2
1397685497502257156,_imedudu29niang,"Ponerse fuerte o nada ☠☠🔥 en Huelva, Spain https://t.co/TCWb5DvpXe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,3,3,1,2,0,0,1,0,1,0,1,0,0,0,0,,3,0,1,4.5,6,4.25,2,2,0,1
1397688839548903424,_canclotacf,Felicidades a los tres papis de nuestro B !!!! Se amplia la familia del @canclota.laplana.fc . Gracias @barbodegarios por todo sois muy grandes !!!! #familytime #equipo #nosoloesfutbol #canclotalaplana https://t.co/NNThLK7XBt,0,2,0,0,0,2,0,5,3,1,3,0,1,1,0,0,0,0,1,5,6,2,2,2,2,2,2,4,2,1,0,1,0,1,0,1,0,0,0,0,,0,4,2,4.0,3,4.8,4,2,0,9
1397688864924307457,_naomixfenty,primera sesión de una espalda bien de guapa..... y después una camiseta llena de pelos de gato 🤍 en ESAP Madrid https://t.co/fHVefhYz6H,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,4,4,8,3,1,1,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,4,2,4.095238095238095,3,3,2,5
1397688896679469060,_patricia_bp,EDUQUEMOS. en Las Palmas de Gran Canaria https://t.co/GmxdDp8iNe,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,4,2,4.714285714285714,0,0,0,1
1397689315963047940,_AlexLorrys,"@lfernandotelles 

#SegundaRFEF #salamancacfuds #futbol #fotografiadeportiva #foto #fotografia #fotografo #canon #canonespaña #blancoynegro #salamanca #AlexLorrys en Estadio Helmántico https://t.co/CnnJZxhsWF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,11,1,10,16,9.2,0,0,1,0
1397689644330864640,_AndyZunoSpainFc,"Reposted from @andyzuno Entre más nubes tengas en el cielo, más colorido será tu atardecer. 

#aquiandamos #sunset #seamoschidos #goodtimes #buenavibra #elmarazul #buenaslastengan #saludes en Marbella, Spain https://t.co/Ui6kabB3P3",0,2,1,1,0,2,1,2,1,0,2,0,0,1,0,0,0,0,3,3,6,2,1,2,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,8,1,5.0,5,5,4,2,3,3
1397690228261986307,_AlexLorrys,@albagm28 celebrando que alguien le haya dejado el peto doblado 😅 en Estadio Helmántico https://t.co/dPWb3R9Bc8,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,2,4,1,0,1,0,3,3,1,2,0,0,2,0,1,0,1,0,0,0,0,,1,0,1,5.0,7,5.285714285714286,2,2,1,0
1397690766986784768,_AlexLorrys,"Simplemente @uxiodapena 

#SegundaRFEF #salamancacfuds #futbol #fotografiadeportiva #foto #fotografia #fotografo #canon #canonespaña #blancoynegro #salamanca #AlexLorrys en Estadio Helmántico https://t.co/94OAGOEbO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,11,1,10.5,11,8.666666666666666,0,0,1,0
1397690794631380993,_santycarbonel,"#ponunpixelentuvida

#uday1973 aka #u73 #tazaspixeladas #tazaspixel #tazapixelada #tazas #serietazas en Valencia https://t.co/equpdh59qc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,6,1,3,8,4.8,0,0,0,0
1397691157619130377,_AlexLorrys,"La felicidad de @lolonomara 

#SegundaRFEF #salamancacfuds #futbol #fotografiadeportiva #foto #fotografia #fotografo #canon #canonespaña #salamanca #AlexLorrys en Estadio Helmántico https://t.co/VK0btykTy5",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,10,1,8.0,2,6.75,0,0,1,0
1397691218713366533,_cocineroypensad,Nuestra COCINA parte de aquí 👈🏽 #elterruño &amp; la temporada marca “la linde” #culturadepueblo 🍷♥️ #saboraribera 🍇 #nosmolacocinar 👨🏼‍🍳🧠 en El 51 del SOL https://t.co/YKJmyBhUww,0,1,0,1,0,1,0,6,2,3,5,0,1,1,0,0,0,0,1,7,8,3,0,0,3,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,,9,3,1,3,2,4,3,2,1,1
1397691231556325382,_TheQueenOfChaos,VINOTERÀPIA DMX @ Rabipelao Gracia https://t.co/sDhXv6rG8I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,6,11,6,2,1,0,0
1397691994475016195,_Ronald_lemus,"Y este es el último Episodio de “cómo se reparte en Salamanca “ lo puedes ver completo en mi canal de YouTube https://t.co/Vie9sTc7Wn en Salamanca, Castilla y León, España https://t.co/jVzte64hDB",0,3,0,0,0,3,0,1,1,0,2,0,0,0,0,0,0,0,7,1,8,1,0,0,1,7,7,5,5,2,0,2,0,3,0,1,1,0,0,0,,0,0,2,3.5,2,4.214285714285714,4,3,3,2
1397693748038021122,_SergioNovaOcio,"🔠 Cartagena estrenará unas nuevas letras luminosas para la entrada del Paseo Alfonso XIII en la Plaza de Isaac Peral #Cartagena #RegiónDeMurcia #España 

¿QUE OS PARECEN? 💬 en Cartagena, Región de Murcia, España https://t.co/4BHfdRHUeq",0,0,1,0,0,1,0,4,1,3,3,0,1,0,0,0,0,0,12,3,15,1,1,0,2,13,13,6,1,0,0,0,0,0,0,0,0,1,0,0,,2,1,1,5.0,2,5.09375,4,3,3,4
1397696103517196289,_OfficialNgata,Inauma sana @ ENOCK https://t.co/zPWxFKu4oP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,4.5,6,4,2,1,0,0
1397701038375903235,_matt_piguez,"Red moon #laesperavalelapena #lunalunaticos #regalosdelavida #fantasia en Villaviciosa de Odón, Madrid https://t.co/ing5qU00x0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,1,4,4,4.714285714285714,2,2,1,1
1397703893790998528,_YEYOGS,"Partido a partido ...

#sentimiento
#manerasdevivir 
#campeonesdeliga2021 
#atleticodemadrid 
#sisetrabajaysecreesepuede en Barcelona, Spain https://t.co/bG9e2z5cZO",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,1,7,7,7.142857142857143,1,1,0,4
1397704705216761858,_Pacorro232,"La Juliana en Campillo De Altobuey, Castilla-La Mancha, Spain https://t.co/GatUX7I5gu",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,6,0,6,0,0,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,6,2,5.666666666666667,3,2,0,3
1397706361983602689,_vernlaird,"Happy Birthday @swankfuck_inc 🙏 📸 @markoblow @ Barcelona, Cataluña, España https://t.co/X4LJROB0hO",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,1,7.0,1,6.2,4,3,0,2
1397706956542922752,_mnlmrn,#birds #pajaros #Maspalomas #ChacadeMaspalomas #beach #playa #grancanariq #mnlmrn en Maspalomas https://t.co/9C5CCwCiCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,8,1,6.0,2,6,0,0,0,0
1397711878944657409,_PorrelloMusic,"Admira los paisajes
Disfruta de la vida
Consigue buena compañía 
Riete de lo malo
Fluye y sé feliz✨ en Parque de Cervantes https://t.co/lx7T5CXfk2",0,3,0,0,0,3,0,2,1,1,1,0,0,0,0,0,0,0,4,3,7,2,1,1,2,4,4,4,1,1,0,1,0,1,0,0,0,0,0,0,,1,0,1,4.5,2,4.545454545454546,2,1,2,0
1397714838512553990,_Davigo1995,"Intento sumar alegrías, sólo salen restas en Barosa https://t.co/IivOGMxVFv",0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,5.5,5,5.375,2,2,2,1
